character,games,turns,first_actual_year,last_actual_year,community,top_partners
Artemisio,1,13,2004,2004,4,Anya (1); Drusius (1); Edgewood (1); Elwë (1); Lenian (1); Ombra (1); Onizuka (1); Rhyannor (1); SiannaLeFair (1); Yanur (1)
Artemys,2,14,2006,2006,5,Bohann (2); Denia (1); Elettra (1); Ismael (1); Iversonn (1); Krauser (1); Leunam (1); Ales (1); Atanvarnie (1); Benjamin (1); Cardias (1); Ferarius (1); Fibi (1); Helen (1); Kerixon (1)
Artex,1,15,2008,2008,0,Monfort (1)
Arthas,1,5,2006,2006,6,Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Aouda (1); Ariel (1); Arwin (1); Deving (1); Emelaine (1); Ervine (1); Galadriell (1); Ifrid (1); Jose (1); Kenny (1); Lalique (1)
Arvedui,2,4,2008,2008,12,
Arwiel,7,54,2004,2005,4,merlinho (7); Alsen (4); Anarion (4); Asgard (4); Cleryon (4); deargh (4); Hamild (4); Kahzar (4); Krimgor (4); Loriel (4); Midhriel (4); Teclis (4); Tyreal (4); Unicorn (4); Ireth (3)
Arwin,2,38,2006,2006,6,Aouda (2); Ariel (2); Emelaine (2); Ervine (2); merlinho (2); Yuman (2); Zingrid (2); Adhanedhel (1); Aleleres (1); Alisa (1); Ambry (1); Arthas (1); Deving (1); Galadriell (1); Ifrid (1)
Ascaron,13,141,2006,2007,5,Ellenroh (6); merlinho (4); Asmira (4); Alcalime (3); Baltor (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); Naiiky (3); Paine (3); Riukkiu (3)
Ascher,1,30,2004,2004,3,Akan (1); Brewar (1); Fanari (1); FortuneShadow (1); Isthar (1); NajibBenAdil (1); Rajid (1); Shalilah (1); Sharzog (1); ThamiorLothain (1); Vahn (1)
Ascot,2,32,2005,2005,4,Alastor (1); Alexander (1); Allie (1); Baal (1); Helena (1); Igrey (1); Ireth (1); Kandar (1); Keylan (1); Lance (1); Lantys (1); Lenara (1); Mirodek (1); Morganas (1); Pharsifal (1)
Asgard,58,803,2004,2009,1,Ylerei (26); Desdemona (19); merlinho (11); Kiol (9); Dajemona (9); Silvereth (8); Voltan (8); Alsen (7); Midhriel (7); Loxis (7); Daerithas (6); Aranel (6); Aslanner (6); Loki (5); Ramyr (5)
Ashira,6,49,2008,2009,0,Thauron (1); Tyrion (1); Ylerei (1); Alastorm (1); Khael (1); Vein (1); Dareon (1); Geldum (1); Naina (1); Francislake (1); Bauster (1); Benares (1); Fortescue (1); Goloir (1); Mateky (1)
Asia,2,15,2008,2008,2,Rihar (1); Soraya (1); Aisha (1); Anarion (1); Azhal (1); Clery (1); Dareon (1); Emhir (1); Heleg (1); Maximilian (1)
Aslan,3,13,2006,2006,2,Aureliano (2); Clare (2); Ishamael (2); Zanner (2); Alcalime (1); Lulu (1); merlinho (1); Riukkiu (1); Silde (1); Velgarn (1)
Aslanner,20,320,2008,2009,1,Dajemona (13); Asgard (6); Ylerei (5); Fortescue (4); Heremidas (4); Skan (4); Voltan (4); Loxis (4); Alucadde (3); Jeanne (3); Nordus (2); Dargen (2); Bauster (2); Delereth (2); Elimar (2)
Asmira,27,146,2006,2007,5,Eufrasia (11); Ellenroh (6); merlinho (6); Tieryn (6); Ascaron (4); Alcalime (3); Alicia (3); Janas (2); Alindor (2); Urs (2); Blancks (2); Carmin (2); Christof (2); Krauler (2); Ormys (2)
Asmodeo,1,1,2004,2004,4,Aradael (1); Cloud (1); Eshtar (1); Kazuya (1); Vahn (1)
Ataldeg,1,6,2006,2006,5,Asmira (1); deargh (1); Ellenroh (1); Eufrasia (1); Tieryn (1); Zanner (1)
Atanvarnie,2,2,2006,2006,5,Alsen (1); Artax (1); Asgard (1); Desdemona (1); Fek (1); Kiol (1); Tiran (1); Ylerei (1); Ales (1); Artemys (1); Benjamin (1); Bohann (1); Cardias (1); Ferarius (1); Fibi (1)
Aureliano,13,115,2006,2009,2,Zanner (6); Anarion (5); Axia (4); Azhal (3); Aslan (2); Clare (2); Ishamael (2); Achitia (2); Bill (2); Christof (2); Manfris (2); Mathis (2); Nimoe (2); Volrath (2); Celine (2)
Aurill,2,17,2009,2009,2,Melquiades (1); Mirael (1); Aureliano (1); Jun (1); Lyner (1)
Autolico,4,47,2009,2009,0,Jago (2); Dhac (1); Edwar (1); Eiko (1); Mogan (1); Ugluk (1); Valll (1); Manwe (1); Eventine (1); Irdon (1); Matthew (1)
Avalon,1,1,2009,2009,0,Adrienne (1); Edwar (1); Manwe (1)
Avanz,1,6,2008,2008,1,Dajemona (1); Hennet (1); Oigamed (1); Velgarn (1)
Axia,43,514,2007,2008,1,Fortescue (8); Celine (8); Adema (7); Bauster (6); Manfris (6); Anarion (6); Juliette (6); Theon (6); Nicodemus (6); Euridas (5); Zanner (5); Loto (5); Saval (5); Habel (5); Philippe (5)
Ayden,4,23,2005,2006,4,Kahzar (3); Anarion (1); Drak (1); Eldarin (1); Malduin (1); Miroth (1); Morganas (1); Erialundur (1); Jarl (1); Mekylius (1); Elyanth (1); Sifodias (1)
Ayla,7,104,2003,2007,4,Midhriel (4); Vahn (4); Eorinan (3); Malduin (3); Rhyannor (3); Wiliand (3); Cloud (2); Miroth (2); Alastor (2); Conner (2); Edgewood (2); Gween (2); Keylan (2); Loki (2); Maseeri (2)
Azeton,1,2,2007,2007,1,Arphenix (1); Asgard (1); Balthazar (1); Blancks (1); Delfeld (1); Desdemona (1); Elyanth (1); Feagost (1); Gaart (1); Han (1); Kiol (1); Merenwen (1); Mirael (1); Norman (1); Silvereth (1)
Azhal,15,108,2007,2008,2,Anarion (12); Catlyn (5); Maximilian (5); Aureliano (3); Axia (3); Celine (3); Valen (3); Aranes (3); Dadox (3); Euridas (3); Field (3); Galamir (3); Ghilbli (3); Ireth (3); Izayoi (3)
Azrael,2,26,2004,2009,1,Vahn (1); Baalial (1); Blancks (1); Dhac (1); Fortescue (1); Lancel (1); Tinuviel (1); Valll (1)
Baal,1,33,2005,2005,4,Alastor (1); Alexander (1); Allie (1); Ascot (1); Helena (1); Igrey (1); Ireth (1); Kandar (1); Keylan (1); Lance (1); Lantys (1); Lenara (1); Mirodek (1); Morganas (1); Pharsifal (1)
Baalial,2,18,2009,2009,1,Azrael (1); Blancks (1); Dhac (1); Fortescue (1); Lancel (1); Tinuviel (1); Valll (1); Field (1); Keleldur (1); Ratav (1); Salech (1)
Bailen,1,8,2004,2004,3,SonoNeroInferno (1); Ulrich (1); Vahn (1)
Balinor,1,12,2026,2026,3,Mirodek (1); Reginald (1); Vahn (1)
Balmack,1,18,2007,2007,1,Asgard (1); Blancks (1); Daerithas (1); Isil (1); Mhikal (1); Midhriel (1); Rhoan (1); Shimal (1); Silvereth (1); Sinmaril (1); Warn (1); Ylerei (1); Zem (1)
Baltar,3,22,2011,2013,1,Ailin (2); Ada (1)
Baltazar,1,1,2014,2014,0,Gottardo (1); Morgana (1); Rago (1); Thamior (1)
Balthazar,2,22,2007,2007,1,Kiol (2); Arphenix (1); Asgard (1); Azeton (1); Blancks (1); Delfeld (1); Desdemona (1); Elyanth (1); Feagost (1); Gaart (1); Han (1); Merenwen (1); Mirael (1); Norman (1); Silvereth (1)
Balthier,1,3,2006,2006,4,Brandax (1); Ceinwen (1); Druelyn (1); Haldir (1)
Baltor,18,160,2006,2008,5,merlinho (7); Alcalime (6); Loxis (6); Riukkiu (5); Frade (4); Naiiky (4); Gudegar (4); Ascaron (3); Bardock (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Matteinus (3); Paine (3)
Barahir,6,44,2013,2013,0,Arioch (3); Ailin (3); Alyosha (2); Khalux (2); Khira (2); Tarik (2); Mekylius (1); Claymore (1); Ilja (1); merlinho (1); Stravogin (1); Cioccholatee (1); Thalion (1); Elimar (1); Thorek (1)
Bardanes,3,16,2005,2007,3,Blanko (2); Steel (2); Angelius (1); Kazuya (1); Oplit (1); Argols (1); Jargo (1); Maseeri (1); Nimoe (1); Vahn (1); Vandal (1); Xebox (1); Ireth (1); Stige (1)
Bardock,3,9,2006,2006,5,Alcalime (3); Ascaron (3); Baltor (3); Bleid (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); merlinho (3); Naiiky (3); Paine (3); Riukkiu (3); Rodney (3); Sanjae (3)
Bardor,1,19,,,1,Alcalime (1); Edwar (1); Hennet (1); Simon (1)
Barek,1,1,2008,2008,1,Axia (1); Darkonis (1); Fortescue (1); Nimoe (1); Philippe (1)
Bartech,3,57,2006,2007,5,Albus (2); deargh (2); Federicis (2); Fibi (2); Helendil (2); Imhrien (2); Iversonn (2); Janas (2); Kishi (2); Rangal (2); Silde (2); Tieryn (2); Tilla (2); Andrej (1); Bea (1)
Bartek,2,33,2004,2004,3,Vahn (2); Blanko (1); Full (1)
Bauster,42,459,2005,2009,1,Enrick (7); Aisha (7); Catlyn (7); Zanner (6); Nicodemus (6); Axia (6); Emile (5); Fortescue (5); Skan (5); Theon (5); Keric (4); Asgard (4); merlinho (4); Jeanne (4); Thorck (4)
Bazukas,1,40,2004,2004,3,SonoNeroInferno (1); Vahn (1); Zunfe (1)
Bea,3,25,2007,2007,5,Andrej (2); Krusc (2); Bartech (1); Daarigraz (1); Glaider (1); Laksmi (1); Niniel (1); Sylen (1); Callisto (1); Ninksi (1); Sime (1); Ago (1); Arkhemos (1); Baltor (1); deargh (1)
Beatrix,11,151,2006,2006,4,Jeanne (4); Kanon (4); Mateky (3); Midhriel (3); Bill (3); Druelyn (3); Ellenroh (3); Erol (3); Francis (3); Jill (3); Loki (3); Loriel (3); Malduin (3); Merenwen (3); Oltar (3)
Beda,1,10,2014,2014,0,Amande (1); Arioch (1); Fanny (1); Nienor (1); Whotan (1)
Belfaol,2,28,2006,2006,3,Lemoras (2); Melisandre (2); Anthony (1); Enrick (1); Keylan (1); Maseeri (1); Shaenlyr (1); Vahn (1)
Belias,1,11,2007,2007,1,Aisha (1); Arendhil (1); Asgard (1); Christof (1); Daerithas (1); Gerith (1); Megisto (1); Mhikal (1); Nimoe (1); Tannhauser (1)
Bellaco,1,2,2019,2019,2,Anarion (1); Artax (1); Celine (1); Geminah (1); knives (1); Mirael (1); Vahn (1)
Bembo,1,9,2007,2007,1,Elyas (1); Esthel (1)
Benares,6,41,2007,2013,1,Aranel (2); Claymore (2); Mossflower (2); Mynoth (2); Elanoer (1); Rhyannor (1); Rumiko (1); Sanderx (1); Shekinah (1); Valll (1); Euridas (1); Daerithas (1); Jeanne (1); Whanan (1); Ashira (1)
Benemozio,1,12,,,4,Midhriel (1); Miroth (1); Rurik (1)
Benjamin,5,34,2006,2019,5,Adon (1); Laython (1); Ecthelion (1); Elanoer (1); Isil (1); Ales (1); Artemys (1); Atanvarnie (1); Bohann (1); Cardias (1); Ferarius (1); Fibi (1); Helen (1); Kerixon (1); Langdal (1)
Beren,5,32,2007,2008,1,Keric (2); Aranel (1); Guy (1); Lendrin (1); Rios (1); Thanya (1); Ylerei (1); Zaharil (1); Enrick (1); Nicodemus (1); Thyon (1); Tyrion (1); Lao (1); Axia (1); Desdemona (1)
Berkana,4,35,2006,2007,6,Ariel (2); Creantair (2); Nefibi (2); Anya (1); Cloud (1); Elyanth (1); Anthony (1); Asgard (1); Dehro (1); Gaart (1); Myrddinwyllt (1); Rhyannor (1); Silvereth (1); Tremain (1); Ylerei (1)
Bertor,4,32,2008,2008,2,Mogan (2); Dajemona (1); Sinmaril (1); Alerik (1); Christof (1); Elrik (1); Goran (1); Isthar (1); Leivin (1); Lilithas (1); Lyath (1); Tremain (1); Vein (1); Adema (1); Euridas (1)
Bhrama,1,8,,,4,Anarion (1); Ayla (1); Celebi (1); Cloud (1); Dehro (1); Dibbe (1); Eithel (1); Eorinan (1); Frazelhar (1); Ireth (1); Jolrael (1); Kahzar (1); Khazard (1); Lucrezia (1); Malduin (1)
Bill,60,548,2006,2026,3,Vahn (23); Maseeri (19); Mogan (14); Elrik (11); Kushluk (10); Jarl (7); Urwen (5); Sylvimar (5); Kanon (4); Jeanne (4); Hamild (3); Tony (3); Melwen (3); Beatrix (3); Druelyn (3)
Blancks,29,368,2006,2009,1,Gwayne (8); Ylerei (8); Silvereth (7); Aranel (5); Lulu (4); Asgard (3); Kiol (3); Elsah (3); Growyn (3); Elanoer (2); Asmira (2); Carmin (2); Christof (2); Ellenroh (2); Krauler (2)
Blanko,14,96,2004,2020,3,Vahn (9); Onizuka (4); Isthar (3); Full (2); Bardanes (2); Steel (2); Fek (1); Marshe (1); Oracle (1); Renoldo (1); Zak (1); Alomikael (1); Arakan (1); Ghigno (1); Niviel (1)
Bleid,3,3,2006,2006,5,Alcalime (3); Ascaron (3); Baltor (3); Bardock (3); Dragnef (3); Elettra (3); Ermengarda (3); Frade (3); Matteinus (3); merlinho (3); Naiiky (3); Paine (3); Riukkiu (3); Rodney (3); Sanjae (3)
Bliss,2,7,2005,2006,2,Dehro (1); Gween (1); Ogrim (1); Vahn (1); Bauster (1); Ellendal (1); Kiol (1); Leviathan (1); Nathan (1); Urulex (1)
Blue,3,60,2025,2026,3,Maseeri (2); Vahn (2); Ariel (1); Arphenix (1); Sylvimar (1); Almandine (1); Bill (1); Mogan (1)
Bluetue,2,33,2006,2006,5,Alcalime (1); Bohann (1); Carmin (1); Damizza (1); Etirus (1); Helendil (1); Icon (1); Iversonn (1); Kihrya (1); Krauser (1); Marl (1); Senuz (1); Sifodias (1); Zandak (1); Aribethe (1)
boccadoro,1,19,2004,2004,3,Vahn (1)
Bohann,12,120,2006,2007,5,Icon (6); Langdal (6); Iversonn (5); Zandak (4); Krauser (4); Ismael (4); Arendhil (3); Eufrasia (3); Khris (3); Killen (3); Tordek (3); Ulrich (3); Cardias (3); Orghan (3); Christel (3)
Bolvar,11,61,2023,2025,0,Elvaan (4); Dyuraken (3); Euridas (3); Francislake (3); Almandine (3); Lulu (2); Adema (2); Arioch (2); Elimar (2); Gamuran (2); Meredith (2); Rephexia (2); Fortescue (1); Morpheus (1); Zhugord (1)
Bonaventura,2,29,2010,2012,0,Demios (1); Elyen (1); Lomyril (1); Mendar (1); Utrio (1); Elrik (1); Field (1); Jerome (1)
Boob,1,19,2008,2008,1,Arendhil (1); Dhac (1); Elimar (1); Hennet (1); Melquiades (1); Skan (1)
Borador,1,9,2007,2007,5,Carmin (1); Ellenroh (1); Gaizen (1); Hassel (1); Klaesy (1); Loriel (1); Volrath (1); Waimar (1)
Borindil,3,22,2007,2013,0,Areion (1); Arioch (1); Deniels (1); Elimar (1); Erebo (1); Tarik (1); Euridas (1)
Bortek,1,2,2006,2006,2,Adon (1); alucard (1); Anarion (1); Artax (1); Bauster (1); Christof (1); Desdemona (1); Dominique (1); Elwe (1); Enrick (1); Gwayne (1); Ishin (1); Jagor (1); Keleldur (1); Kelen (1)
Brandax,2,10,2006,2008,1,Balthier (1); Ceinwen (1); Druelyn (1); Haldir (1); Ailin (1); Aranel (1); Cloud (1); Malwin (1); merlinho (1); Shayla (1); Simon (1); Siska (1); Skan (1)
Brek,1,3,2008,2008,1,Dajemona (1); Francis (1); Heremidas (1); Keric (1); Nordus (1); Sandrus (1); Sifodias (1); Voltan (1); Ylerei (1)
Brethil,1,2,2007,2007,9,Morrowind (1)
Brewar,1,17,2004,2004,3,Akan (1); Ascher (1); Fanari (1); FortuneShadow (1); Isthar (1); NajibBenAdil (1); Rajid (1); Shalilah (1); Sharzog (1); ThamiorLothain (1); Vahn (1)
Brianna,4,23,2009,2009,7,Elegost (3); Guineth (3); Adema (3); Malantio (3); Skan (3); Stige (3); Tyrus (3); merlinho (2); Dajemona (1); Alcarinque (1); Arioch (1); Gamuran (1)
Brujia,2,33,2008,2008,2,Francislake (1); Achitia (1); Tuco (1)
Brusjean,5,44,2002,2014,0,Essedil (4); Morgoth (4); Khalux (3); Elladan (3); Tarik (2); Amaranth (1); Francislake (1); merlinho (1); Elimar (1)
Buiacca,2,18,2007,2008,2,Elrik (2); Olivier (2); Alerik (1); Bill (1); Field (1); Isthar (1); Kruvenz (1); Lyath (1); Raul (1); Edwar (1); Goran (1); Momiji (1)
Bulywif,4,94,2008,2008,2,Eufrasia (3); Euridas (3); Ireth (3); Khael (3); Adema (3); Dajemona (1); Areion (1); Francislake (1); Kyle (1); Potessum (1); Sinmaril (1)
Burrasca,2,27,2012,2012,0,Fagin (2); Arioch (1); Egide (1); Elyen (1); Jude (1); Mekylius (1); Tarik (1); Vahn (1); Elimar (1); Emeth (1); Jeal (1); Khalux (1); Mordecai (1); ThamiorLothain (1); Theunis (1)
buru,2,43,2004,2004,4,Eithel (2); Joandir (2); Steel (2); Ylerei (2); Krimgor (1)
Caesar,4,51,2005,2005,4,merlinho (4); Arwiel (3); Miroth (3); Gween (1); Jolanda (1); Midhriel (1); Olos (1)
Caesarus,1,1,2008,2008,1,Ailin (1); Aranel (1); Ramyr (1); Vesa (1)
Cagliostro,2,31,2004,2004,3,Vahn (2); Aglae (1); Cassandra (1); Han (1); Owyn (1); Medb (1)
Caidath,3,14,2005,2005,3,Alerik (3); Anthony (3); Melisandre (3); Vahn (3); Ayla (1); Dehro (1); Corwin (1); Shaenlyr (1); Sultha (1); ThamiorLothain (1); Volrath (1); Zaharil (1)
Caila,1,6,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Cortex (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Gatsu (1); Lynzi (1); merlinho (1)
Caillean,3,51,2008,2008,1,Aranel (3); Asgard (1); Bauster (1); Catlyn (1); Desdemona (1); Dreadis (1); Keric (1); Rhyannor (1); Monfort (1); Agron (1); Alcalime (1); Elimar (1); Guts (1); Harad (1); Hennet (1)
Cairbre,4,22,2006,2006,2,Anarion (2); Elariell (2); Isil (1); SiannaLeFair (1); Aureliano (1)
Calewiewien,2,21,2003,2003,0,Vahn (1); Dadox (1); Edzevhal (1); Kiol (1); Lenian (1); Nyden (1); Thorek (1)
Callisto,3,50,2007,2007,5,Erandir (1); Gaizen (1); Andrej (1); Bea (1); Krusc (1); Ninksi (1); Sime (1); Alarion (1); Anduriel (1); Norman (1)
Camadini,1,14,2009,2009,6,Einar (1); Rauras (1)
Cambise,2,21,2009,2009,7,Aslanner (1); Goran (1); Martius (1); Skan (1); Stige (1); Philippe (1); Rhyannor (1); Yurian (1)
Camille,1,9,2008,2008,1,Bauster (1)
Carcan,1,13,2020,2020,0,Alerik (1); Denyel (1); Enrick (1); Lucretia (1); Moradin (1)
Carcinero,28,274,2010,2025,0,Orione (8); Claymore (7); Loxis (6); Andrey (6); Laurens (5); Aries (5); Katon (5); Luinil (4); Leyana (4); Elimar (4); Abdulaziim (4); merlinho (3); Arioch (3); Amande (3); Ada (2)
Cardias,4,39,2006,2006,5,Bohann (3); Langdal (3); Orghan (3); Icon (2); Ismael (2); Janas (2); Krauser (2); Lunin (2); Lyron (2); Romanius (2); Vilhelm (2); Xanathonum (2); Ales (1); Artemys (1); Atanvarnie (1)
Carmin,11,96,2006,2007,5,Ellenroh (4); Tyrus (4); Sifodias (3); Silvereth (3); Desdemona (2); Elyanth (2); Asmira (2); Blancks (2); Christof (2); Krauler (2); Ormys (2); Robbert (2); Klaesy (2); Loriel (2); Ariel (1)
Carolus,2,15,2013,2013,0,Katon (2); Iruinea (1); Slythrott (1); Vyktor (1); Claymore (1); Euridas (1); Mossflower (1); Skan (1); Violet (1)
Cassandra,4,39,2003,2006,3,Vahn (2); Aglae (1); Cagliostro (1); Han (1); Owyn (1); Alexander (1); Ramel (1)
Cassius,1,3,,,4,Midhriel (1); Miroth (1); Ylerei (1)
Casthiel,3,13,2012,2013,0,Eventine (1); Quelos (1); Thorck (1); Ailin (1); Slythrott (1); Benares (1); Claymore (1); Mossflower (1); Mynoth (1)
Catan,1,6,2006,2006,5,Asmira (1)
Cathein,21,313,2005,2012,1,merlinho (10); Ellendal (5); Evander (3); Nathan (3); Valll (3); Midhriel (2); Miroth (2); Isthar (2); ThamiorLothain (2); Kanon (2); Loki (2); Psycus (2); Ellenroh (1); Himril (1); Lionhalt (1)
Catlyn,26,246,2007,2009,2,Anarion (12); Amlaric (7); Bauster (7); Azhal (5); Maximilian (4); Euridas (3); Desdemona (3); Growyn (3); Ylerei (3); Achitia (2); Alyon (2); Harriet (2); Nimoe (2); Enrick (2); Kemfret (2)
Catlyne,4,44,2004,2014,3,Arphenix (4); Ariel (2); Francislake (2); Deniels (1); Krois (1); Nienor (1); Arioch (1); Shawl (1); Amande (1); Luinil (1); Zepher (1)
Ceinwen,5,42,2006,2007,4,Francis (4); Ellenroh (3); Merenwen (3); Vosthyl (3); Balthier (1); Brandax (1); Druelyn (1); Haldir (1)
Celebi,2,24,2005,2005,4,Ireth (2); Rhyannor (2); Saipher (2); Alexander (1); Dercatur (1); Ethamos (1); Fortum (1); Gopher (1); Han (1); Levesque (1); Loriel (1); Manilius (1); Sealyan (1); Seth (1); Teclis (1)
Celine,22,210,2006,2019,1,Axia (8); Nicodemus (7); Moradin (4); Habel (4); Bauster (3); Azhal (3); Anarion (3); Aisha (3); Mhikal (3); Mirael (2); knives (2); Thoorgraf (2); Aureliano (2); Juliette (2); Kyra (2)
Cerden,1,1,2010,2010,0,Ada (1); Akuma (1); Amlach (1); Carcinero (1); Dargh (1); Ramoth (1); Sekmeth (1); Vhelia (1); Zamir (1)
Chandra,1,2,2006,2006,5,Nightbreeze (1)
Charennor,1,11,2004,2004,4,Dibbe (1); Vahn (1)
charis,5,67,2004,2004,4,Esgaloth (5); Ylerei (5); DarkEyes (3); Dehro (3); Loriel (3); Pannha (3); Sultha (3); Thanatos (3); Yaran (3); Aglae (2); Aneesha (2); Danyfer (2); Ester (2); Finarfin (2); Istar (2)
Chetziens,1,1,2010,2010,0,Elanoer (1); Jago (1); Jair (1); Theon (1)
Christabel,1,26,2007,2007,5,Anadyr (1); Andrej (1); Anduriel (1); Arkaon (1); Dofa (1); Heleg (1); Laksmi (1); Layla (1); Nahim (1); Niniel (1); Ninksi (1); Odmir (1); Sephirot (1); Shinnok (1); Simshon (1)
Christel,3,6,2006,2006,5,Bohann (3); Iversonn (3); Leonhart (3); Baltor (2); Danch (2); Rhyannor (2); Riukkiu (2); Roswald (2)
Christof,23,300,2005,2009,2,Lilithas (7); Goran (6); Zanner (5); Nimoe (5); Achitia (4); Elrik (4); Isthar (4); Ireth (3); Volrath (3); Bill (3); Axia (3); Manfris (3); Alerik (3); Elanoer (3); Mirael (2)
Cioccholatee,9,65,2013,2014,0,Malll (3); Tyrande (3); Khalux (3); Mynoth (2); Elimar (2); Elladan (2); Essedil (2); Mekylius (1); Dibbe (1); Ferdinand (1); merlinho (1); Ailin (1); Barahir (1); Thalion (1); Amaranth (1)
Cittadino,1,1,2023,2023,3,Dajemona (1); Elvaan (1); Lulu (1)
Clare,2,34,2006,2006,2,Aslan (2); Aureliano (2); Ishamael (2); Zanner (2)
Claymore,40,505,2011,2014,0,Mossflower (9); merlinho (8); Mynoth (8); Carcinero (7); Katon (7); Luinil (7); Ortenzio (5); Alester (4); Aries (4); Andrey (4); Euridas (4); Francislake (4); Khalux (4); Relenan (3); Lionel (3)
Cleff,2,13,2008,2008,1,Juliette (1); Lenian (1); Ramyr (1); Theon (1); Aranel (1); Dahud (1); Dargen (1); Deard (1); Heleg (1); Loxis (1); merlinho (1); Mossflower (1); Perse (1)
Clelia,1,7,2001,2001,0,Izayoi (1)
Clemorat,3,18,2009,2009,0,Norman (2); Ailin (1); Dheron (1); Keric (1); Lenian (1); Mateky (1); Monfort (1); Dajemona (1); Edric (1); Edwar (1); Fortescue (1); Malvenis (1); Manwe (1)
Clery,11,118,2006,2009,5,merlinho (5); Maximilian (4); Anirion (2); Dalila (2); Erion (2); Helen (2); Jas (2); Andrex (2); Elina (2); Tinuviel (2); Anarion (2); Ghilbli (2); Alcalime (1); Loriel (1); Rigardo (1)
Cleryon,4,54,2004,2004,4,Alsen (4); Anarion (4); Arwiel (4); Asgard (4); deargh (4); Hamild (4); Kahzar (4); Krimgor (4); Loriel (4); merlinho (4); Midhriel (4); Teclis (4); Tyreal (4); Unicorn (4); Ireth (3)
Clobert,1,4,2009,2009,0,Edwar (1); Jaber (1); May (1)
Cloud,29,289,2003,2019,4,Malduin (9); Midhriel (6); Ella (6); Loki (6); Wiliand (6); merlinho (6); Hennet (5); Eithel (4); Eorinan (4); GaretJax (4); Rhyannor (4); Lawrence (4); Loriel (3); Eyona (3); Imrahil (3)
Cochise,1,7,2013,2013,0,Alistair (1); Carcinero (1); Dargh (1); Dibbe (1); Euridas (1); Francislake (1); Hendryu (1); Katon (1); Quimandissett (1); Skan (1); Violet (1)
Conner,2,20,2004,2007,4,Alastor (2); Ayla (2); Edgewood (2); Eorinan (2); Gween (2); Keylan (2); Loki (2); Malduin (2); Maseeri (2); Midhriel (2); Morganas (2); Rhyannor (2); Rurik (2); Soraya (2); Vahn (2)
Coral,8,67,2013,2014,0,Carcinero (2); Claymore (2); Francislake (2); Thorck (2); Erebo (2); Vahn (2); Ethan (1); Arioch (1); Abdulaziim (1); Elimar (1); Khalux (1); Laurens (1); Couleur (1); Deniels (1); Maraviglia (1)
Corinna,1,7,2021,2021,0,Alphonso (1); Demios (1); Rephexia (1); SiannaLeFair (1); Steel (1); Urwen (1)
Cornelia,1,8,2002,2002,3,dattina (1); Demon (1); Faelya (1)
Cornelius,1,8,2006,2006,2,Arioch (1); Artax (1); Enrick (1); Nyden (1); Quetzacoatl (1); Rhyannor (1); Sikorax (1); Vintze (1); Zanner (1)
Cortex,1,13,2006,2006,6,Aouda (1); Ariel (1); Arphenix (1); Arwin (1); Caila (1); Daine (1); Dileandro (1); Elingard (1); Emelaine (1); Ervine (1); Faolin (1); Ferarius (1); Gatsu (1); Lynzi (1); merlinho (1)
Corwin,22,501,2004,2025,3,Vahn (14); Melisandre (7); Arioch (5); Jago (5); Alerik (4); Maseeri (4); ThamiorLothain (4); Mirael (4); Shana (3); Isthar (2); Tordek (2); Zaharil (2); Elimar (2); Ariel (2); Arphenix (2)
Coryn,1,5,2008,2008,1,Dhac (1); Makarius (1); Monfort (1)
Cosme,3,19,2013,2013,0,Arioch (2); Elimar (2); Kazuya (2); Lyzur (2); Mekylius (2); Rephexia (2); Slythrott (2); Steel (2); Thalion (2); Theunis (2); Tyrion (2); Warlock (2); Khalux (2); Alydia (1); DarkEyes (1)
Couleur,1,3,2013,2013,2,Coral (1); Deniels (1); Maraviglia (1); Vahn (1)
Crafo,1,4,2005,2005,3,Blanko (1); Goork (1); Gorks (1); Thorek (1)
Creantair,2,12,2007,2007,6,Ariel (2); Berkana (2); Nefibi (2); Ago (1); Lisith (1); Zedar (1)
